"","bird_id","colony","trip","trip_id","start_time","end_time","nest_attendance","trip_duration","max_dist","dest_lat","dest_long","departing_angle","dest_angle","max_speed"
"225",12696,"Oronsay",9,"9_12696",2014-06-05 14:22:30,2014-06-05 15:17:30,120.016666666667,55,7.03669024134528,56.035729,-6.104118,80.5198120643077,80.5198120643077,5.8464861445353
"226",12696,"Oronsay",10,"10_12696",2014-06-05 17:17:31,2014-06-05 17:47:28,120.016666666667,29.9416666666667,0.607325006525966,56.0202,-6.217802,-166.078001328747,-166.078001328747,0.327153325359856
"227",12696,"Oronsay",11,"11_12696",2014-06-05 18:17:25,2014-06-05 18:47:25,29.95,30,0.513137234173112,56.020965,-6.216965,-169.287001511638,-169.287001511638,0.267744177546244
"228",12696,"Oronsay",12,"12_12696",2014-06-05 19:47:23,2014-06-05 20:47:22,59.9666666666667,59.9916666666667,7.22745807823394,56.036616,-6.101281,80.1164327917083,80.1164327917083,4.01351937003401
"229",12696,"Oronsay",13,"13_12696",2014-06-05 23:17:24,2014-06-06 00:17:21,150.033333333333,59.9416666666667,5.99278348603897,56.034359,-6.120687,80.891222799505,80.891222799505,3.28028524715179
"230",12696,"Oronsay",14,"14_12696",2014-06-06 02:17:19,2014-06-06 03:47:18,119.975,89.9833333333333,0.65517357942353,56.020567,-6.221228,-150.142763463386,-145.781135159435,0.201266256726853
"231",12696,"Oronsay",15,"15_12696",2014-06-06 05:17:17,2014-06-06 05:47:17,89.9833333333333,29.9916666666667,0.570004423201162,56.020494,-6.217413,-168.886304434543,-168.886304434543,0.305500027583743
"232",12696,"Oronsay",16,"16_12696",2014-06-06 07:17:16,2014-06-06 10:17:17,89.9833333333333,180.025,17.6211369161789,55.873177,-6.292042,161.867887301156,-164.213725621222,5.02371456968952
"233",12696,"Oronsay",17,"17_12696",2014-06-06 14:17:11,2014-06-06 14:47:14,239.9,30.0416666666667,0.300688233689273,56.023098,-6.217704,-151.813815141425,-151.813815141425,0.157502472513072
"234",12696,"Oronsay",18,"18_12696",2014-06-06 18:17:13,2014-06-06 19:17:10,209.983333333333,59.95,1.50335066999806,56.026186,-6.19142,86.3931343659232,86.3931343659232,0.824252120494772
"235",12696,"Oronsay",19,"19_12696",2014-06-06 20:17:09,2014-06-06 21:17:06,59.9833333333333,59.9583333333333,6.19070909795106,56.001067,-6.126341,104.280825325225,115.99346017481,2.28139184331408
"236",12696,"Oronsay",20,"20_12696",2014-06-06 21:47:06,2014-06-06 22:17:06,29.9916666666667,30,0.589628081375441,56.020215,-6.214902,171.25104649744,171.25104649744,0.173434085324593
"237",12696,"Oronsay",21,"21_12696",2014-06-07 02:17:03,2014-06-07 03:47:02,239.95,89.9833333333333,0.524121926168566,56.02106,-6.218292,-147.954443473357,-159.974196623088,0.175459105833194
"238",12696,"Oronsay",22,"22_12696",2014-06-07 04:17:01,2014-06-07 04:47:02,29.9916666666667,30.0083333333333,0.669091180651444,56.020896,-6.222396,-144.751084376125,-144.751084376125,0.335907248055622
"239",12696,"Oronsay",23,"23_12696",2014-06-07 07:16:59,2014-06-07 08:47:02,149.958333333333,90.0416666666667,4.39750979549304,56.028491,-6.145172,85.5636437592775,85.5636437592775,2.43587097928141
"240",12696,"Oronsay",24,"24_12696",2014-06-07 10:17:00,2014-06-07 10:46:59,89.975,29.975,0.480245332287722,56.021194,-6.215055,176.338705420714,176.338705420714,0.264568053202733
"241",12696,"Oronsay",25,"25_12696",2014-06-07 11:16:59,2014-06-07 13:16:59,30,120,5.24769731115869,56.056199,-6.151614,49.2419951377828,49.2419951377828,2.9122892573158
"242",12696,"Oronsay",26,"26_12696",2014-06-07 15:46:53,2014-06-07 16:46:57,149.908333333333,60.0666666666667,6.07336666136217,56.079671,-6.204087,6.10160178742105,6.10160178742105,3.33717263994533
"243",12696,"Oronsay",27,"27_12696",2014-06-07 20:46:51,2014-06-07 21:46:52,239.891666666667,60.025,0.557485385843719,56.020747,-6.218311,-171.605150997302,-171.605150997302,0.151719193369208
"244",12696,"Oronsay",28,"28_12696",2014-06-08 01:46:47,2014-06-08 03:46:46,239.916666666667,119.975,1.68587387807595,56.014776,-6.234585,-151.476621024963,-134.819264197735,0.666303091314089
"245",12696,"Oronsay",29,"29_12696",2014-06-08 05:16:45,2014-06-08 05:46:48,89.9916666666667,30.05,0.602600046438663,56.020394,-6.218704,-162.971120329828,-162.971120329828,0.275357017378441
"246",12696,"Oronsay",30,"30_12696",2014-06-08 06:16:48,2014-06-08 06:46:45,29.9916666666667,29.95,0.353722865551718,56.02233,-6.215127,175.020579124111,175.020579124111,0.182835712180537
"247",12696,"Oronsay",31,"31_12696",2014-06-08 08:46:44,2014-06-08 09:16:50,119.983333333333,30.1083333333333,4.44472152512522,56.000367,-6.270865,-128.921620130758,-128.921620130758,2.46329933575236
"248",12696,"Oronsay",32,"32_12696",2014-06-08 10:16:48,2014-06-08 10:46:46,59.9583333333333,29.9666666666667,0.371111703651514,56.022374,-6.213435,157.306900160113,157.306900160113,0.196601920579388
"249",12696,"Oronsay",33,"33_12696",2014-06-08 11:16:45,2014-06-08 11:46:43,29.9916666666667,29.9666666666667,0.679439542254192,56.020252,-6.22106,-149.836686309553,-149.836686309553,0.370257072341272
"250",12696,"Oronsay",34,"34_12696",2014-06-08 12:46:46,2014-06-08 13:46:40,60.0416666666667,59.9083333333333,2.23993229656948,56.009701,-6.237735,-141.529009172609,-141.529009172609,1.24595597095431
"251",12696,"Oronsay",35,"35_12696",2014-06-08 14:16:40,2014-06-08 14:46:47,30,30.1083333333333,6.29353440822636,56.040681,-6.118253,74.4710977228896,74.4710977228896,3.48566395092405
"252",12696,"Oronsay",36,"36_12696",2014-06-08 15:16:47,2014-06-08 16:16:43,30,59.9416666666667,2.06375378037034,56.010943,-6.235985,-141.422323294449,-141.422323294449,1.14472538314659
"253",12696,"Oronsay",37,"37_12696",2014-06-08 17:16:47,2014-06-08 18:16:41,60.0583333333333,59.9,2.10588808563938,56.010442,-6.235933,-139.42985320952,-142.452861691529,1.06848711511183
"254",12696,"Oronsay",38,"38_12696",2014-06-08 19:16:41,2014-06-08 20:16:38,60.0083333333333,59.9416666666667,1.85538407583155,56.012868,-6.234904,-139.431486792399,-139.431486792399,1.02433764017028
"255",12696,"Oronsay",39,"39_12696",2014-06-08 21:16:37,2014-06-08 22:16:36,59.9833333333333,59.9916666666667,2.14052267490113,56.010104,-6.236055,-141.140630841986,-141.972414005157,1.10606854131749
"256",12696,"Oronsay",40,"40_12696",2014-06-08 23:16:37,2014-06-09 03:46:33,60.0083333333333,269.941666666667,2.23965365020198,56.009658,-6.23763,-142.441966675544,-142.073144176653,1.22173149038735
"257",12696,"Oronsay",41,"41_12696",2014-06-09 04:16:33,2014-06-09 04:46:33,29.9916666666667,30,0.423467087665793,56.022185,-6.218829,-147.773813149079,-147.773813149079,0.22330430201936
"258",12696,"Oronsay",42,"42_12696",2014-06-09 05:46:32,2014-06-09 07:46:34,59.9833333333333,120.033333333333,13.8341708042234,55.912461,-6.123534,109.63802712541,155.385234673923,3.30656265478579
"293",12696,"Oronsay",77,"77_12696",2014-07-15 19:06:39,2014-07-15 19:36:40,NA,30.0166666666667,2.63694364679945,56.02165,-6.173773,101.027080778021,101.027080778021,1.41920944694545
"294",12696,"Oronsay",78,"78_12696",2014-07-16 01:36:36,2014-07-16 06:36:38,359.933333333333,300.025,4.73654061489977,56.066058,-6.192571,17.7097330498739,17.9102023456044,2.28103545045213
"295",12696,"Oronsay",79,"79_12696",2014-07-16 12:06:34,2014-07-16 22:36:25,329.941666666667,629.85,6.35190054855525,56.076718,-6.170607,27.8433355090644,26.3949469181692,1.76560927906427
"312",12696,"Oronsay",96,"96_12696",2015-05-10 02:37:11,2015-05-10 21:07:02,NA,1109.85,6.99186334452775,56.08198,-6.166453,15.1189388619255,26.1965714344673,2.46096909257132
"314",12696,"Oronsay",98,"98_12696",2015-05-12 02:36:49,2015-05-12 08:06:44,NA,329.925,6.93417656448927,56.081297,-6.166068,15.3746264147556,27.4509141845404,2.40264089794068
"318",12696,"Oronsay",102,"102_12696",2015-05-15 02:26:08,2015-05-15 21:55:59,NA,1169.85,7.14894634605819,56.083254,-6.165369,26.7089039724839,26.1183742035252,3.79366098585281
"321",12696,"Oronsay",105,"105_12696",2015-05-17 02:35:44,2015-05-17 06:35:42,NA,239.958333333333,5.00235746083916,56.06617,-6.249607,23.3021731509259,-25.9724447393018,1.71923144266459
"322",12696,"Oronsay",106,"106_12696",2015-05-17 07:05:40,2015-05-17 09:35:44,29.975,150.058333333333,0.481532657149656,56.022803,-6.209463,121.305064780895,125.278073672814,0.217585371342948
"323",12696,"Oronsay",107,"107_12696",2015-05-17 10:35:39,2015-05-17 12:05:41,59.925,90.0333333333333,6.0530442560872,56.074816,-6.174622,25.2896821660123,25.2896821660123,3.32933336044745
"324",12696,"Oronsay",108,"108_12696",2015-05-17 15:05:41,2015-05-17 21:35:36,NA,389.925,5.00844965816181,56.066159,-6.249878,-141.114241294678,-25.9714707756154,1.58605997842276
"325",12696,"Oronsay",109,"109_12696",2015-05-18 04:05:33,2015-05-18 05:05:29,389.95,59.925,0.50236415010538,56.02178,-6.210941,122.802726751839,122.802726751839,0.147851909360307
"326",12696,"Oronsay",110,"110_12696",2015-05-18 05:35:28,2015-05-18 06:35:29,29.9916666666667,60.0083333333333,2.76559016882452,56.005914,-6.242771,-145.178437147221,-142.704865274776,1.15955233578343
"327",12696,"Oronsay",111,"111_12696",2015-05-18 07:35:28,2015-05-18 14:35:28,59.9916666666667,419.991666666667,7.41719244755543,56.085635,-6.164281,137.87721026801,25.9547689350309,3.83919730611864
"328",12696,"Oronsay",112,"112_12696",2015-05-18 17:05:23,2015-05-18 17:35:23,149.916666666667,30,2.44812822957155,56.025835,-6.254759,-90.2953005648088,-90.2953005648088,1.33182112565699
"329",12696,"Oronsay",113,"113_12696",2015-05-18 18:05:25,2015-05-18 21:35:21,30.0416666666667,209.933333333333,3.34608526609814,56.052861,-6.193296,24.4473722020938,24.7044473353952,1.78295487016119
"330",12696,"Oronsay",114,"114_12696",2015-05-19 02:35:17,2015-05-19 08:05:12,299.933333333333,329.916666666667,6.50596853914343,56.077489,-6.167839,24.9248477535748,27.5005517957837,1.73709244651774
"331",12696,"Oronsay",115,"115_12696",2015-05-19 09:05:15,2015-05-19 13:35:15,60.0416666666667,270,5.6181572660416,56.071641,-6.179012,26.6998967846841,24.2371524245132,2.04490830018207
"332",12696,"Oronsay",116,"116_12696",2015-05-19 17:05:10,2015-05-19 20:35:10,209.916666666667,210,5.11935300109852,56.067801,-6.183309,23.0009001916008,23.6456536066851,1.70983246559205
"333",12696,"Oronsay",117,"117_12696",2015-05-20 02:35:07,2015-05-20 05:35:04,359.958333333333,179.95,4.15085392128152,56.06214,-6.203214,21.3711887807317,10.6167410949341,1.84440544810681
"334",12696,"Oronsay",118,"118_12696",2015-05-20 06:35:07,2015-05-20 09:35:03,60.05,179.925,7.18395176970787,56.083528,-6.165091,39.2447102303078,26.2928980866645,1.45849305545854
"338",12696,"Oronsay",122,"122_12696",2015-05-21 12:34:34,2015-05-21 22:04:28,NA,569.9,7.08332670395071,56.087976,-6.194065,27.4433482224757,11.0246251040794,3.57927701516553
"340",12696,"Oronsay",124,"124_12696",2015-06-26 08:48:30,2015-06-26 09:33:33,NA,45.05,0.330719903159548,56.022968,-6.218273,-144.081838103589,-143.10068379159,0.161575165042946
"341",12696,"Oronsay",125,"125_12696",2015-06-26 10:18:37,2015-06-26 10:48:33,45.0666666666667,29.9333333333333,0.32251300732143,56.023027,-6.218193,-169.510551406072,-169.510551406072,0.042271894554085
"342",12696,"Oronsay",126,"126_12696",2015-06-26 11:33:30,2015-06-26 14:53:26,44.95,199.933333333333,12.5484887108126,56.1382,-6.215234,4.54909449855876,0.281960241704243,Inf
"344",12696,"Oronsay",128,"128_12696",2015-06-27 01:13:26,2015-06-27 04:33:16,NA,199.841666666667,1.9364786881212,56.015156,-6.240464,170.31318927079,-121.211243964696,1.22440230340602
"345",12696,"Oronsay",129,"129_12696",2015-06-27 04:53:21,2015-06-27 06:08:14,20.0833333333333,74.875,0.352156236008653,56.022821,-6.218502,-148.918361261551,-149.430653253561,0.280745313363522
"347",12696,"Oronsay",131,"131_12696",2015-06-28 08:37:59,2015-06-28 10:07:56,NA,89.9583333333333,1.06418706653285,56.019698,-6.229062,-90.4107617537165,-115.889710125914,0.42262739578604
"348",12696,"Oronsay",132,"132_12696",2015-06-28 12:32:57,2015-06-28 20:52:47,145.008333333333,499.841666666667,6.58696947610466,56.081532,-6.249416,-30.8369478157908,-17.4550888964387,3.4763449031943
"349",12696,"Oronsay",133,"133_12696",2015-06-28 21:32:47,2015-06-29 04:52:42,39.9916666666667,439.916666666667,2.25584453975707,56.012504,-6.243251,-131.672131001637,-130.960525333839,0.870201736391392
"351",12696,"Oronsay",135,"135_12696",2015-07-01 07:27:09,2015-07-01 10:57:08,NA,209.991666666667,3.0587557524422,56.004709,-6.247556,160.1045744214,-139.124382764038,0.938007307682646
"352",12697,"Oronsay",1,"1_12697",2014-06-04 10:19:53,2014-06-04 16:44:40,NA,384.783333333333,2.86531981933902,56.015137,-6.257558,-58.6891932697311,-117.146171340844,3.53873359429893
"353",12697,"Oronsay",2,"2_12697",2014-06-04 17:54:39,2014-06-04 18:54:37,69.975,59.9666666666667,1.15629363589068,56.031975,-6.23,-49.4508807888072,-53.4219369298292,1.50229934641194
"354",12697,"Oronsay",3,"3_12697",2014-06-05 02:59:32,2014-06-05 06:39:29,484.916666666667,219.958333333333,1.13568570385811,56.031451,-6.230294,-50.0675130177136,-55.9338193343804,0.735158619597039
"355",12697,"Oronsay",4,"4_12697",2014-06-05 14:59:26,2014-06-05 16:39:24,499.941666666667,99.9666666666667,1.05081840817522,56.031452,-6.22858,-52.9641678758885,-53.0872055446359,0.805234864421096
"356",12697,"Oronsay",5,"5_12697",2014-06-05 16:59:27,2014-06-05 17:39:26,20.05,39.9833333333333,0.977829953301452,56.031242,-6.227367,-45.1529852178068,-52.3409958670429,0.699328854314027
"357",12697,"Oronsay",6,"6_12697",2014-06-05 18:39:24,2014-06-05 18:59:23,59.975,19.975,0.938679563013296,56.030881,-6.22709,-55.2647067309704,-55.2647067309704,0.714565078756889
"358",12697,"Oronsay",7,"7_12697",2014-06-06 03:39:19,2014-06-06 03:59:19,519.941666666667,19.9916666666667,1.13952376039664,56.031523,-6.230277,-57.4046331041327,-57.4046331041327,0.88950602385395
"359",12697,"Oronsay",8,"8_12697",2014-06-06 05:19:17,2014-06-06 06:19:16,79.9666666666667,59.9833333333333,0.975267880455695,56.031254,-6.227294,-51.6217836034542,-51.6217836034542,0.771194749269882
"360",12697,"Oronsay",9,"9_12697",2014-06-06 07:39:15,2014-06-06 08:19:15,79.9916666666667,39.9916666666667,1.2423308106088,56.034406,-6.227504,-38.7067428504051,-38.7067428504051,0.977471792926498
"361",12697,"Oronsay",10,"10_12697",2014-06-06 08:59:15,2014-06-06 09:59:16,40,60.025,2.87016219509315,56.044191,-6.183792,42.2082621767452,41.775317625034,1.95923444365724
"362",12697,"Oronsay",11,"11_12697",2014-06-06 10:59:14,2014-06-06 14:39:12,59.9583333333333,219.966666666667,10.7922496726227,56.120047,-6.177331,-70.8626108832212,12.6695043926825,4.72179022108737
"363",12697,"Oronsay",12,"12_12697",2014-06-06 15:59:14,2014-06-06 17:24:10,80.0333333333333,84.9333333333333,1.00457506900905,56.031228,-6.227949,-58.2739264754985,-53.8450790727333,0.756341745983157
"364",12697,"Oronsay",13,"13_12697",2014-06-06 17:54:10,2014-06-06 19:54:09,30,119.983333333333,1.00030527791127,56.031188,-6.227919,-48.8191848925466,-48.8191848925466,0.512477214595533
"365",12697,"Oronsay",14,"14_12697",2014-06-07 04:54:04,2014-06-07 07:24:02,539.916666666667,149.966666666667,1.05514774703589,56.031617,-6.228426,-62.2929890181432,-52.2008195061353,0.382318828341934
"366",12697,"Oronsay",15,"15_12697",2014-06-07 08:54:02,2014-06-07 09:54:03,90.0083333333333,60.0166666666667,1.02532500817733,56.034245,-6.220653,-23.8361133141453,-19.7711355088232,0.506894291257752
"367",12697,"Oronsay",16,"16_12697",2014-06-07 15:54:05,2014-06-07 18:53:57,360.033333333333,179.858333333333,1.17666853382853,56.034673,-6.224872,-56.1326608784397,-31.2027234129573,0.632833859843488
"368",12697,"Oronsay",17,"17_12697",2014-06-07 19:53:56,2014-06-07 20:53:56,59.9833333333333,60,0.905053473101274,56.030663,-6.226712,-46.8315121344511,-53.2817033666921,0.475448873409989
"369",12697,"Oronsay",18,"18_12697",2014-06-08 03:23:52,2014-06-08 03:53:52,389.933333333333,30,2.13536622946681,56.013985,-6.242883,-127.64676765166,-127.64676765166,1.13936858681558
"370",12697,"Oronsay",19,"19_12697",2014-06-08 05:23:51,2014-06-08 05:53:50,89.9833333333333,29.9916666666667,0.926646740035431,56.033337,-6.220502,-20.9019866326018,-20.9019866326018,0.503528482004186
"371",12697,"Oronsay",20,"20_12697",2014-06-08 06:23:50,2014-06-08 07:53:49,29.9916666666667,89.9916666666667,1.03768641435769,56.031573,-6.228125,-61.8799113695103,-53.608635841395,0.474495011968763
"372",12697,"Oronsay",21,"21_12697",2014-06-08 10:23:48,2014-06-08 11:23:47,149.975,59.9916666666667,1.00073833449345,56.033998,-6.220727,-20.6782820432689,-20.6782820432689,0.523088517404012
"373",12697,"Oronsay",22,"22_12697",2014-06-08 12:53:50,2014-06-08 13:23:49,90.0416666666667,29.9916666666667,0.796866055276499,56.032656,-6.215303,-0.131854144562725,-0.131854144562725,0.404225945683601
"374",12697,"Oronsay",23,"23_12697",2014-06-08 16:23:48,2014-06-08 17:53:47,179.983333333333,89.975,1.12847447236256,56.035519,-6.218232,-20.6501333044104,-9.5048906263543,0.382885478992551
"375",12697,"Oronsay",24,"24_12697",2014-06-08 19:23:43,2014-06-08 20:23:42,89.9333333333333,59.9916666666667,0.968922172871912,56.031404,-6.226917,-49.5070008427587,-49.5989893033486,0.513715770089752
"376",12697,"Oronsay",25,"25_12697",2014-06-08 20:53:42,2014-06-08 21:53:42,29.9916666666667,60,1.00198628191782,56.031404,-6.227629,-48.7999918220568,-51.0191205587429,0.520263019050436
"377",12697,"Oronsay",26,"26_12697",2014-06-09 03:53:38,2014-06-09 04:23:38,359.933333333333,30,2.15773533012038,56.01511,-6.244708,-123.395015805874,-123.395015805874,1.16144210054183
"378",12697,"Oronsay",27,"27_12697",2014-06-09 05:53:37,2014-06-09 06:23:37,89.9833333333333,30,5.66927574929205,56.008316,-6.129929,110.10581026639,110.10581026639,3.12660842995781
"379",12697,"Oronsay",28,"28_12697",2014-06-09 06:53:36,2014-06-09 08:53:35,29.9916666666667,119.983333333333,1.00581342321554,56.031082,-6.228184,-52.6864601612684,-55.68588952884,0.485600776665551
"380",12697,"Oronsay",29,"29_12697",2014-06-09 09:53:38,2014-06-09 11:23:35,60.0416666666667,89.95,1.04069739033803,56.03169,-6.228007,-52.0581090598924,-52.0581090598924,0.542182940039755
"382",12697,"Oronsay",31,"31_12697",2014-06-09 15:55:20,2014-06-09 17:25:17,NA,89.9416666666667,1.35409564315069,56.035299,-6.228364,-38.4118088094057,-38.4118088094057,0.720277623306226
"383",12697,"Oronsay",32,"32_12697",2014-06-09 17:55:16,2014-06-09 23:25:13,29.9916666666667,329.95,1.16444869476609,56.031648,-6.230609,-57.1383771003964,-56.2040595688937,0.60968799689322
"384",12697,"Oronsay",33,"33_12697",2014-06-10 03:55:11,2014-06-10 04:25:10,269.958333333333,29.9916666666667,2.0646401213642,56.013578,-6.240858,-130.426038631056,-130.426038631056,1.11633739348021
"385",12697,"Oronsay",34,"34_12697",2014-06-10 06:25:09,2014-06-10 13:25:05,119.983333333333,419.933333333333,3.36790374584989,56.020217,-6.162319,96.9226720468143,96.9226720468143,1.72558098014061
"386",12697,"Oronsay",35,"35_12697",2014-06-10 14:25:06,2014-06-10 14:55:09,60.0166666666667,30.0416666666667,1.88188225286918,56.014767,-6.192188,130.708062656149,130.708062656149,1.01867802279723
"387",12697,"Oronsay",36,"36_12697",2014-06-10 17:25:06,2014-06-10 18:55:02,149.958333333333,89.9333333333333,4.40181005501414,56.051251,-6.161916,49.7485927064995,49.7485927064995,2.42405988350926
"388",12697,"Oronsay",37,"37_12697",2014-06-10 19:55:02,2014-06-10 21:55:03,59.9916666666667,120.016666666667,1.16605060375456,56.031368,-6.230991,-54.6069633639378,-57.980860122564,0.524639288786434
"487",12697,"Oronsay",136,"136_12697",2015-06-10 16:33:06,2015-06-10 19:33:07,NA,180.025,1.10996318409842,56.03076,-6.230623,-49.7961481856702,-60.5635139944251,0.486103141640513
"488",12697,"Oronsay",137,"137_12697",2015-06-10 20:03:07,2015-06-10 21:03:04,29.9916666666667,59.95,0.901599338919628,56.030388,-6.227029,-55.1193643248074,-57.3774608913377,0.232774298067448
"489",12697,"Oronsay",138,"138_12697",2015-06-11 02:03:02,2015-06-11 04:03:00,299.966666666667,119.966666666667,1.80221592791732,56.014113,-6.236039,-135.122576460591,-135.122576460591,0.973783893366126
"490",12697,"Oronsay",139,"139_12697",2015-06-11 05:33:00,2015-06-11 08:03:00,90.0083333333333,150,0.941504943501793,56.031401,-6.226316,-47.3468803176409,-48.8463534139134,0.463620843508265
"491",12697,"Oronsay",140,"140_12697",2015-06-11 08:33:02,2015-06-11 09:32:59,30.0333333333333,59.95,0.964248496754348,56.031067,-6.227347,-64.0006145865999,-52.7524285067145,0.366408826118559
"492",12697,"Oronsay",141,"141_12697",2015-06-11 12:02:58,2015-06-11 14:02:57,149.975,119.983333333333,11.5025661433977,56.125268,-6.167568,0.989688453083156,15.0203863202726,5.84636514833123
"493",12697,"Oronsay",142,"142_12697",2015-06-11 16:32:55,2015-06-11 20:02:51,149.966666666667,209.933333333333,1.16736764381921,56.034992,-6.223452,-17.7775383401058,-17.7775383401058,0.510843182160333
"494",12697,"Oronsay",143,"143_12697",2015-06-12 02:32:48,2015-06-12 04:02:46,389.958333333333,89.9583333333333,4.81091770811314,56.066369,-6.190445,66.5491312728549,18.8944513262239,1.87417078688886
"495",12697,"Oronsay",144,"144_12697",2015-06-12 05:32:45,2015-06-12 07:02:47,89.9833333333333,90.0416666666667,1.0370507821173,56.031842,-6.227682,-56.3848811352295,-49.3909053938886,0.495741301216428
"496",12697,"Oronsay",145,"145_12697",2015-06-12 09:02:50,2015-06-12 10:32:44,120.041666666667,89.9083333333333,1.0427896731228,56.031491,-6.228356,-69.5855309413725,-53.0016961145008,0.380459985735554
"497",12697,"Oronsay",146,"146_12697",2015-06-12 12:02:43,2015-06-12 12:32:44,89.9833333333333,30.0083333333333,3.23842369293346,56.013211,-6.168433,115.463082248708,115.463082248708,1.78273744428767
"498",12697,"Oronsay",147,"147_12697",2015-06-12 15:32:41,2015-06-12 16:32:40,179.95,59.9833333333333,3.05732410425686,56.004623,-6.247342,-140.900736383819,-140.900736383819,1.63327472711493
"499",12697,"Oronsay",148,"148_12697",2015-06-12 17:32:40,2015-06-12 20:32:37,60.0083333333333,179.941666666667,1.35120966985585,56.036473,-6.224757,-27.0972965041788,-27.0972965041788,0.721137312285968
"500",12697,"Oronsay",149,"149_12697",2015-06-12 21:02:37,2015-06-12 23:02:35,30,119.975,1.01708477786818,56.028187,-6.231091,-66.1524971414901,-76.5124675152864,0.323893394546722
"501",12697,"Oronsay",150,"150_12697",2015-06-13 02:02:34,2015-06-13 04:02:33,179.975,119.983333333333,1.77059088038244,56.014669,-6.236289,-153.885755326005,-133.4890102571,0.75183693906862
"502",12697,"Oronsay",151,"151_12697",2015-06-13 05:32:34,2015-06-13 07:32:32,90.0166666666667,119.966666666667,2.45921247740975,56.01691,-6.251832,-20.8650865278261,-114.009003383254,0.967403468440849
"503",12697,"Oronsay",152,"152_12697",2015-06-13 10:32:31,2015-06-13 13:02:28,179.983333333333,149.958333333333,1.35556966712133,56.036741,-6.223851,-57.8969485103269,-23.9441965404337,0.473725958052541
"504",12697,"Oronsay",153,"153_12697",2015-06-13 16:32:28,2015-06-13 20:32:24,209.991666666667,239.941666666667,8.94673772609649,56.105352,-6.199495,-116.617904014553,6.2572258035956,4.56352423539833
"505",12697,"Oronsay",154,"154_12697",2015-06-13 21:02:25,2015-06-13 22:02:22,30.0083333333333,59.9583333333333,0.482423755982072,56.02888,-6.220341,-44.435619603253,-44.435619603253,0.229159365285384
"506",12697,"Oronsay",155,"155_12697",2015-06-14 03:32:19,2015-06-14 04:32:19,329.95,60,0.433844470512526,56.022073,-6.218811,165.957518241889,174.279563940307,0.0887746525742633
"507",12697,"Oronsay",156,"156_12697",2015-06-14 06:32:19,2015-06-14 10:02:18,119.991666666667,209.983333333333,1.41416462428356,56.036744,-6.226049,-25.6012521228493,-29.8562345279451,0.382006126415331
"508",12697,"Oronsay",157,"157_12697",2015-06-14 18:02:11,2015-06-14 22:32:10,479.883333333333,269.983333333333,1.45235183501824,56.037552,-6.224411,-24.463270949477,-24.463270949477,0.773524411591554
"509",12697,"Oronsay",158,"158_12697",2015-06-14 23:32:08,2015-06-15 01:32:10,59.9666666666667,120.033333333333,1.02553769510098,56.029352,-6.230441,-49.2609230602223,-67.888076595384,0.500829025596965
"510",12697,"Oronsay",159,"159_12697",2015-06-15 02:32:06,2015-06-15 03:32:07,59.9416666666667,60.0166666666667,0.44316350951148,56.021913,-6.21858,-167.98787029011,-151.96450815048,0.176815434972464
"511",12697,"Oronsay",160,"160_12697",2015-06-15 05:32:07,2015-06-15 07:02:08,120,90.0083333333333,8.0008052014568,55.971723,-6.13045,100.44146678515,138.850219063386,2.38067477314695
"512",12697,"Oronsay",161,"161_12697",2015-06-15 08:02:04,2015-06-15 12:02:06,59.9333333333333,240.033333333333,1.5193402889188,56.029933,-6.238547,-29.8667155169444,-71.5064643764859,0.65634765958135
"513",12697,"Oronsay",162,"162_12697",2015-06-15 13:32:01,2015-06-15 15:32:00,89.925,119.975,2.01348601909342,56.043341,-6.210227,-28.2478116316411,8.67773376709788,0.88952820766481
"514",12697,"Oronsay",163,"163_12697",2015-06-15 16:01:59,2015-06-15 19:32:00,29.9833333333333,210.016666666667,3.10158799525899,56.004116,-6.24737,-139.039125991403,-140.130559313086,1.64206817991489
"515",12697,"Oronsay",164,"164_12697",2015-06-15 22:01:55,2015-06-16 00:01:54,149.925,119.975,1.15625302512935,56.034649,-6.224274,-46.7964447963574,-30.5972684627554,0.364902114613948
"516",12697,"Oronsay",165,"165_12697",2015-06-16 00:31:54,2015-06-16 02:01:56,30,90.0333333333333,1.06342299852892,56.033065,-6.225912,-40.2578907217979,-40.2578907217979,0.562318239301367
"517",12697,"Oronsay",166,"166_12697",2015-06-16 04:31:54,2015-06-16 07:31:50,149.966666666667,179.933333333333,3.08834613247325,56.004234,-6.247291,-133.576832858914,-140.001181064289,0.945931224517367
"518",12697,"Oronsay",167,"167_12697",2015-06-16 09:31:49,2015-06-16 11:01:51,119.983333333333,90.0333333333333,0.930845560270315,56.031018,-6.226716,-51.4457920425458,-51.4457920425458,0.492083212954822
"519",12697,"Oronsay",168,"168_12697",2015-06-16 11:31:54,2015-06-16 12:31:49,30.05,59.9166666666667,0.66185553227908,56.028443,-6.224723,-66.329126619219,-66.329126619219,0.329203490641821
"520",12697,"Oronsay",169,"169_12697",2015-06-16 13:01:49,2015-06-16 14:31:49,30,90.0083333333333,1.56269486815155,56.029516,-6.239516,-44.6426644466137,-73.0009592888582,0.513772429108133
"521",12697,"Oronsay",170,"170_12697",2015-06-16 15:31:47,2015-06-16 19:31:43,59.9666666666667,239.925,3.11594662468949,56.003879,-6.24722,-140.397363730894,-140.535340726702,1.69528489948447
